ID,Timestamp,Avg_rating,Total_answers,Total_ratings,Answer,Num_options,Question,OptionA,OptionB,OptionC,OptionD,OptionE,Explanation,Tags
7400806,15/10/2025 2:15,4.7,14,10,B,4,"<p>What output is produced by the following code?</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;""><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void)</span><br /><span style=""font-family: 'courier new', courier, monospace;"">{</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int array[5] = {0, 2, 4, 6, 8};</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int count = 0;</span></p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; for (int i = 0; i &lt; 5; i++) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; if (array[i] % 2 != 0) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; count++;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; }</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; }</span></p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; printf(""%d\n"", count);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p>&nbsp;</p>",<p>4</p>,<p>0</p>,<p>5</p>,<p>None of these options</p>,,"<p>The correct answer is B) 0.&nbsp;</p><p>This code will count the number of odd numbers in the array.</p><p>The condition array[i] % 2 != 0 checks if a number is odd.</p><p>Since none of the array elements are odd numbers in this case, no element satisfies this condition, therefore count is never incremented.</p><p>Therefore, the code will output 0.</p>","Arrays, Loops, Modulus"
7400813,15/10/2025 2:27,4,1,1,B,4,"<p>What will be printed when the following C program is executed?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void) {<br />&nbsp; &nbsp; &nbsp;int x = 5;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;if (x &gt; 10)<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;printf(""A\n"");<br />&nbsp; &nbsp; &nbsp;else if (x &gt; 3)<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;printf(""B\n"");<br />&nbsp; &nbsp; &nbsp;else<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;printf(""C\n"");</p><p>&nbsp; &nbsp; &nbsp;return 0;<br />}</p>",<p>A</p>,<p>B</p>,<p>C</p>,<p>Nothing is printed</p>,,"<p>The variable x is initialised to 5.<br />- The first test 'x &gt; 10' is false, so that branch is skipped.<br />- The 'else if (x &gt; 3)' test is true (5 &gt; 3), so the program executes 'printf(""B\n"");'.<br />- Only one branch of an if/else-if/else chain runs, so the final 'else' is skipped.</p><p>Therefore the program prints:<br />B</p>","Conditional logic, Variable Types, Local and Main Functions"
7400817,15/10/2025 2:28,4.38,13,8,A,5,"<p>Consider the following function:</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">void Task(char *word)</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">{</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int i = 0;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;&nbsp;char temp;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; while (word[i] != '\0') {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; i++;&nbsp;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; }</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int j = 0;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; while ((j &lt; i/2) &amp;&amp; (word[j] != 'a')) {</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;temp = word[i - j - 1];</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;word[i - j - 1] = word[j];</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;word[j] = temp;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;j++;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; }</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p>If this function was called as follows:</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">char word[100] = ""computer"";</span><br /><span style=""font-family: 'courier new', courier, monospace;"">Task(word);</span><br /><br />What will the string word contain after the function has completed?</p>","<p><span style=""font-family: 'courier new', courier, monospace;"">retupmoc</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">remputoc</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">romputec</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">computer</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">repmutoc</span></p>","<p>1.&nbsp;First loop: counts string length &rarr;&nbsp;<span style=""font-family: 'courier new', courier, monospace;"">""computer""</span> has 8 characters, so <span style=""font-family: 'courier new', courier, monospace;"">i = 8</span>.</p><p>2.&nbsp;Second loop: runs while <span style=""font-family: 'courier new', courier, monospace;"">j &lt; i/2</span> (so <span style=""font-family: 'courier new', courier, monospace;"">j &lt; 4</span>) and <span style=""font-family: 'courier new', courier, monospace;"">word[j] != 'a'</span>.</p><ul><li>Since <span style=""font-family: 'courier new', courier, monospace;"">""computer""</span> has no <span style=""font-family: 'courier new', courier, monospace;"">'a'</span>, the condition never fails early.</li><li>So it performs 4 swaps (a full reversal).</li></ul><p>Step-by-step swaps:</p><ul><li><span style=""font-family: 'courier new', courier, monospace;"">j=0</span>: swap <span style=""font-family: 'courier new', courier, monospace;"">c</span> and <span style=""font-family: 'courier new', courier, monospace;"">r</span> &rarr; <span style=""font-family: 'courier new', courier, monospace;"">romputec</span></li><li><span style=""font-family: 'courier new', courier, monospace;"">j=1</span>: swap <span style=""font-family: 'courier new', courier, monospace;"">o</span> and <span style=""font-family: 'courier new', courier, monospace;"">e</span> &rarr; <span style=""font-family: 'courier new', courier, monospace;"">remputoc</span></li><li><span style=""font-family: 'courier new', courier, monospace;"">j=2</span>: swap <span style=""font-family: 'courier new', courier, monospace;"">m</span> and <span style=""font-family: 'courier new', courier, monospace;"">t</span> &rarr; <span style=""font-family: 'courier new', courier, monospace;"">retpumoc</span></li><li><span style=""font-family: 'courier new', courier, monospace;"">j=3</span>: swap <span style=""font-family: 'courier new', courier, monospace;"">p</span> and <span style=""font-family: 'courier new', courier, monospace;"">u</span> &rarr; <span style=""font-family: 'courier new', courier, monospace;"">retupmoc</span></li></ul><p><span style=""font-family: 'courier new', courier, monospace;""><span style=""font-family: 'courier new', courier, monospace;""><span style=""font-family: 'courier new', courier, monospace;""><span style=""font-family: arial, helvetica, sans-serif;"">Final string =</span> ""retupmoc"".</span></span><br /></span></p>","Loops, Conditional logic, Modifying strings, pointers, Strings"
7400833,15/10/2025 2:27,0,1,0,A,5,"<p>What would the output be?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>int Mix(int a, int b);</p><p>int main(void)<br />{<br />int a = 4;<br />int b = 7;</p><p>a = Mix(a + 1, b - 2);<br />b = Mix(b, a - 1);</p><p>printf(""%d %d\n"", a, b);<br />return 0;<br />}</p><p>int Mix(int a, int b)<br />{<br />a = a * 2 + b;<br />b = a - b;<br />a = a - b;<br />return a + b;<br />}</p><p>&nbsp;</p><p>&nbsp;</p>",<p>15 28</p>,<p>28 15</p>,<p>15 17</p>,<p>16 27</p>,<p>None of the above</p>,"<p>Substitute the given integers into the function 'Mix', then use the format of the function at the bottom to obtain the 'returned' number. Remember that a is renewed after the first function is run, so the second must be 28. Also, remember that each variable 'a' and 'b' is renewed in the function.</p>","input type, printf function, Indexing, Variable Types, Local and Main Functions"
7400838,15/10/2025 2:46,0,1,1,B,4,"<p>#include &lt;stdio.h&gt;</p><p>void swap(int a, int b) {<br />int t = a; a = b; b = t;<br />}</p><p>int main(void) {<br />int x = 3, y = 5;<br />swap(x, y);<br />printf(""%d %d\n"", x, y);<br />return 0;<br />}</p>",<p>6 6</p>,<p>7 6</p>,<p>6 7</p>,<p>7 7</p>,,"<p>char s[] = ""ENGGEN""; creates an array with the characters E N G G E N plus the terminating '\0'.<br />sizeof(s) = 7 (includes the null byte).<br />strlen(s) counts characters before the null byte = 6.<br />Other options confuse whether the null terminator is included.</p>","Arrays, output formatting, Strings, printf function, Variable Types"
7400847,15/10/2025 2:52,0,1,0,B,5,"<p>What would the output be for the following C program?<br /><br />#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main() {</p><p>&nbsp; &nbsp; &nbsp;int a = 5;</p><p>&nbsp; &nbsp; &nbsp;int b = 2;</p><p>&nbsp; &nbsp; &nbsp;printf(""%d\n"", a / b);</p><p>&nbsp; &nbsp; &nbsp;return 0;</p><p>}</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",<p>2.5</p>,<p>2</p>,<p>3</p>,<p>5/2</p>,<p>1</p>,"<p>When you divide two integers (int a = 5; int b = 2;),&nbsp; the result is also an integer. The decimal part is truncated, not rounded.&nbsp;</p>","easy, Arithmetic"
7400872,15/10/2025 3:01,4,1,1,B,5,"<p>What output is produced by the following code&#65311;</p><p>int main(void){<br />printf(""Result = \\n\"""");<br />return 0;<br />}</p><p>&nbsp;</p>",<p>Result = \</p><p>\</p>,"<p>Result = \n""</p>","<p>Result =&nbsp; \</p><p>""</p>","<p>Result = \\</p><p>""""</p>",<p>Result = \n</p>,"<p>C reads strings from left to right. When it sees \, it combines it with the next character to interpret a special meaning.</p><p>''\\'&mdash;the backslash character</p><p>\"" -- quotation mark</p><p>'\n'-- the new line character</p>","easy, Order of operations, Strings"
7400888,15/10/2025 3:31,3.5,2,2,C,5,"<p><strong><span style=""font-family: arial, helvetica, sans-serif;"">What is the output when the following code is run?</span></strong></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main() {</span></p><p><br /><span style=""font-family: 'courier new', courier, monospace;"">int small = 1;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int large = 5;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int sum = 0;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">for (int i = small; i &lt;= large; i++) {</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp;if (i % 2 == 0) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;sum = sum + i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp;}</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">printf(""%.2f\n"", (float)sum);</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">return 0;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>6</p>,<p>2.00</p>,<p>6.00</p>,<p>8.00</p>,<p>6.000</p>,"<p>We can start by looking at the variables given, int small and int large which store the values&nbsp;&mdash; 1 and 5 respectively. These define the range for our for loop. So the loop runs from index 1 to index 5, increasing i by one each time until it stops at 5.</p><p>&nbsp;</p><p>Inside the loop, we check each value using the modulus operator %. For example, 1 % 2 gives a remainder of 1, meaning 1 is not evenly divisible by 2. When we say we want a number&rsquo;s mod to be equal to 0, that means it divides evenly with no remainder.</p><p>&nbsp;</p><p>So, within the range 1&ndash;5, which numbers divide evenly by 2? Only 2 and 4. These are the numbers that satisfy the condition if (i % 2 == 0). The if statement tells the program: if this condition is true, then add that number to the total (sum).</p><p>&nbsp;</p><p>At the start, sum is set to 0. Then as the loop runs, it adds 2 and 4:<br />sum = 0 + 2 + 4 = 6.</p><p>&nbsp;</p><p>Finally, when printing, notice how %.2f is used instead of %d. This means the output will be shown as a floating-point number (a decimal) instead of an integer. The .2 specifies two decimal places, so the printed result is 6.00.</p><p>&nbsp;</p>","Conditional logic, intergers with double, Modulus, output formatting, For loops"
7400891,15/10/2025 3:34,1,1,1,D,5,"<p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void) {<br />&nbsp; &nbsp; &nbsp;int nums[5] = { 1, 2, 3, 4, 5 };<br />&nbsp; &nbsp; &nbsp;int i;</p><p>&nbsp; &nbsp; &nbsp;for (i = 0; i &lt; 4; i++) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; if (nums[i] % 2 == 0)<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; nums[i + 1] = nums[i] - 1;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; else<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; nums[i + 1] = nums[i] + 1;<br />&nbsp; &nbsp; &nbsp;}</p><p>&nbsp; &nbsp; &nbsp;printf(""Result: "");<br />&nbsp; &nbsp; &nbsp;for (i = 0; i &lt; 5; i++)<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; printf(""%d "", nums[i]);</p><p>&nbsp; &nbsp; &nbsp;return 0;<br />}</p>",<p>1 2 1 1 2</p>,<p>&nbsp;1 1 2 1 2</p>,<p>2 1 2 1 2</p>,<p>1 2 1 2 1&nbsp;</p>,<p>There are no correct solution</p>,"<p>When <strong>i = 0</strong>, 1 is odd, so the next element is changed to <strong>2</strong>. The array changed to&nbsp;<strong> [1, 2, 3, 4, 5].</strong></p><p>When<strong> i = 1</strong>, 2 is even, so the following element is changed to <strong>1</strong>. The array changed to&nbsp;<strong> [1, 2, 1, 4, 5].</strong></p><p>When<strong> i = 2</strong>, 1 is odd, so the next element is changed to <strong>2</strong>. The array changed to&nbsp;<strong> [1, 2, 1, 2, 5].</strong></p><p>When<strong> i = 3</strong>, 2 is even, so the last element changed to<strong> 1</strong>. The array changed to&nbsp;<strong> [1, 2, 1, 2, 1].</strong></p>","Arithmetic, Arrays, Loops, Conditional logic, For loops"
7400921,15/10/2025 3:45,2,1,1,B,5,"<p>Consider the following function:</p><p>#include &lt;stdio.h&gt;</p><p>int main(void)<br />{<br />int numbers[5] = {1, 2, 3, 4, 5,};</p><p>numbers[3] = 0;</p><p>for (int i = 0; i &lt; 4; i++)<br />{<br />printf(""%d"", numbers[i]);<br />}<br />return 0;<br />}</p>",<p>1234</p>,<p>1230</p>,<p>1203</p>,<p>12305</p>,<p>0123</p>,"<p>The array starts as&nbsp; {1, 2, 3, 4, 5,}.</p><p>Changing numbers[3] to zero makes it&nbsp;{1, 2, 3, 0, 5,</p><p>Printing out the first four numbers show 1230.</p>",Arrays
7401019,15/10/2025 4:55,3.75,12,4,A,5,<p>What are the 3 parts in the defining of a for loop?</p>,<p>&lt;initialisation&gt;; &lt;expression&gt;; &lt;increment&gt;</p>,<p>&lt;expression&gt;; &lt;expression&gt;; &lt;expression&gt;</p>,<p>&lt;initialisation&gt;; &lt;creation&gt;; &lt;increment&gt;</p>,<p>&lt;initialisation&gt;; &lt;statements&gt;; &lt;increment&gt;</p>,<p>&lt;increment&gt;; &lt;expression&gt;; &lt;initialisation&gt;</p>,"<p>For a for loop, you need the initialisation of our index for loop, the expression to determine when this index will stop, and the increment for that index. The&nbsp;initialisation is where we set the intitial value for the index, the&nbsp;expression will have some kind of logic where when met will stop the for loops execution, the increment is how much the index will increase per loop.</p>",For loops
7401181,15/10/2025 7:22,3,4,2,C,5,"<p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void) </span></p><p><span style=""font-family: 'courier new', courier, monospace;"">{</span></p><p><br /><span style=""font-family: 'courier new', courier, monospace;"">int nums[5] = {3, 6, 2, 7, 4};</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int sum = 0;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">for (int i = 0; i &lt; 5; i++) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">if (nums[i] % 2 == 0)</span><br /><span style=""font-family: 'courier new', courier, monospace;"">sum += nums[i];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">printf(""%d\n"", sum);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>10</p>,<p>14</p>,<p>12</p>,<p>18</p>,<p>8</p>,"<p>You are given the code and a array of which it can hold up to 5 numbers (or holds 5 numbers.) You will then initialise the int sum to be equal to zero and then you will have a for loop condition where it starts at 0, and when i is less than 5, it will keep looping and the value 'i' will increase for every for loop done. What this code does is that it checks whether or not the number in the array is an even number and if it is, it will add the number to the total value ""sum"" and print out that value. This will be 6 + 4 + 2 which will equal <strong>12</strong></p>","easy, Arrays, Loops"
7401195,15/10/2025 7:26,4.33,9,6,D,5,"<p>What is the output of the following code?</p><p><span style=""font-family: courier new, courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><span style=""font-family: courier new, courier, monospace;"">void decode(char message[]) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; int i = 0;</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; while (message[i] != '\0') {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; if (message[i] &gt; 'a' &amp;&amp; message[i] &lt; 'z') {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; message[i]-=32;</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; } else if (message[i] &gt; 'A' &amp;&amp; message[i] &lt; 'Z') {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; message[i]-=1;</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; } else if (message[i] &gt; '0' &amp;&amp; message[i] &lt; '9') {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; message[i]+=1;</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; }</span></p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; i++;</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; }</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">int main(void) {</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; char message[] = ""eOHgFn020"";</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; decode(message);</span><br /><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; printf(""%s"", message);</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp;&nbsp;&nbsp; return 0;</span><br /><span style=""font-family: courier new, courier, monospace;"">}</span></p>",<p>eOHgFn020</p>,<p>EPIGGN131</p>,<p>ENGGEN131</p>,<p>ENGGEN030</p>,<p>The program is stuck in an infinite loop.</p>,"<p>This program passes the string ""eOHgFn020"" (an array of characters terminated with a '\0') to the function ""decode()"".</p><p>&nbsp;</p><p>When an array is passed to a function it passes the memory address of the first value in the array (pass by reference), this means that the decode function is able to modify the message.<br />(This helps rule out the answer ""eOHgFn020"")</p><p>&nbsp;</p><p>In the decode function we start from index 0, then loop through the message one character at a time, performing some logic, and then incrementing the index by one. Since the end of the message is signified by the value '\0', the loop will finish once the end of the string is reached.<br />(This helps rule out the answer ""The program is stuck in an infinite loop)</p><p>&nbsp;</p><p>The first if statement checks if characters are between 'a' and 'z' (not inclusive, meaning 'b'-&gt;'y' inclusive), if the character is lowercase, it makes it uppercase.</p><p>&nbsp;</p><p>The second if statement checks if characters are between 'A' and 'Z' (not inclusive, meaning 'B'-&gt;'Y' inclusive), if so, the program subtracts one making it the previous letter. i.e. 'B'-&gt;'A', 'C'-&gt;'B' ... 'Y'-&gt;'X'<br />(This helps rule out the answer ""EPIGGN131"", as that adds one to each character instead)</p><p>&nbsp;</p><p>The third if statement checks if characters are between '0' and '9' (not inclusive, meaning '1'-&gt;'8' inclusive), if so, the program adds one making it the next number. i.e. '1'-&gt;'2', '2'-&gt;'3' ... '8'-&gt;'9'<br />(This helps rule out ""ENGGEN131"" and ""EPIGGN131"" again as the '0' character would not be turned into a '1' as it is outside the range of the if statement)</p><p>&nbsp;</p><p>This leaves us with one final answer, ""ENGGEN030""</p>","Arrays, Loops, Modifying strings, Strings"
7401351,15/10/2025 8:26,3.85,23,13,C,5,"<p>Bob, Alice, and Stephen with a ""Ph"" (Phephen) were tasked with building a function to count the number of characters in a string. Their lecturer Beter Pier gave them a function skeleton.</p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">int StringLength(char* string) {</span></p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp; ...Insert Code Here...</span></p><p><span style=""font-family: courier new, courier, monospace;"">}</span></p><p>&nbsp;</p><p>Bob wrote the following section:</p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">int length = 0;</span></p><p><span style=""font-family: courier new, courier, monospace;"">do {</span></p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp; length += 1;</span></p><p><span style=""font-family: courier new, courier, monospace;"">} while(string[length] != '\0');</span></p><p><span style=""font-family: courier new, courier, monospace;"">return length;</span></p><p>&nbsp;</p><p>&nbsp;</p><p>Alice wrote the following section:</p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">int length = 0;</span></p><p><span style=""font-family: courier new, courier, monospace;"">while(string[length] != 0) {</span></p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp; length = length + 1;</span></p><p><span style=""font-family: courier new, courier, monospace;"">}</span></p><p><span style=""font-family: courier new, courier, monospace;"">return length;</span></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>Phephen wrote the following section:</p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">int length = 0;</span></p><p><span style=""font-family: courier new, courier, monospace;"">while(*string != '\0') {</span></p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp; length++;</span></p><p><span style=""font-family: courier new, courier, monospace;"">&nbsp; string++;</span></p><p><span style=""font-family: courier new, courier, monospace;"">}</span></p><p><span style=""font-family: courier new, courier, monospace;"">return length;</span></p><p>&nbsp;</p><p>&nbsp;</p><p>Whose code will produce the correct results for the following?</p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">StringLength(""Beter Pier"");</span></p><p><span style=""font-family: courier new, courier, monospace;"">StringLength(""Wrick Night"");</span></p><p><span style=""font-family: courier new, courier, monospace;"">StringLength(""Daul Penny"");</span></p><p><span style=""font-family: courier new, courier, monospace;"">StringLength("""");</span></p><p>&nbsp;</p>",<p>Alice</p>,<p>Bob and Phephen</p>,<p>Alice and Phephen</p>,<p>Alice and Bob</p>,<p>All of them will produce the correct results</p>,"<p>In C, strings have a Null terminator, so they finish with '\0' character at the end of the string. The index of the '\0' character will be the same as the length of the string.</p><p>&nbsp;</p><p>Alice uses a while loop starting at index 0 until she finds the index of the '\0' character, then she returns the index she found.</p><p>&nbsp;</p><p>Bob uses a do-while loop which works for every case, unless the string length is 0. If the string length is 0, Bob first increments his index, checks if position 1 contains the null byte, but it will contain garbage, so bob will increment until he finds a '\0' character in the garbage after the string.</p><p>&nbsp;</p><p>Phephen uses pointer arithmetic to step through the string until he finds the '\0' character.</p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">B &lt;- string pointer starts here</span></p><p><span style=""font-family: courier new, courier, monospace;"">E &lt;- string++ increments pointer to this position after one iteration</span><br /><span style=""font-family: courier new, courier, monospace;"">T &lt;- increment again to get this position</span><br /><span style=""font-family: courier new, courier, monospace;"">E</span></p><p><span style=""font-family: courier new, courier, monospace;"">R</span></p><p>&nbsp;</p><p><span style=""font-family: courier new, courier, monospace;"">P</span><br /><span style=""font-family: courier new, courier, monospace;"">I</span><br /><span style=""font-family: courier new, courier, monospace;"">E</span><br /><span style=""font-family: courier new, courier, monospace;"">R</span></p><p><span style=""font-family: courier new, courier, monospace;"">\0 &lt;- After 10 iterations string points to this position</span></p>","Loops, pointers, Strings, Incrementation"
